id_ps,ps,level,faculty,year,current_students,next_year_students,current_students_lag1
82001,Doktor Antropologi,S-3,Ilmu Budaya,2014,0.0,0.0,0.0
23001,Doktor Arsitektur,S-3,Teknik,2014,4.0,2.0,1.0
46001,Doktor Biologi,S-3,Biologi,2014,9.0,4.0,9.0
46002,Doktor Bioteknologi,S-3,Pascasarjana,2014,7.0,2.0,7.0
75001,Doktor Filsafat,S-3,Filsafat,2014,8.0,11.0,15.0
45001,Doktor Fisika,S-3,MIPA,2014,8.0,9.0,8.0
63002,Doktor Ilmu Administrasi Publik,S-3,ISIPOL,2014,2.0,3.0,2.0
62001,Doktor Ilmu Akuntansi,S-3,Ekonomika dan Bisnis,2014,16.0,5.0,14.0
60001,Doktor Ilmu Ekonomi,S-3,Ekonomika dan Bisnis,2014,4.0,5.0,3.0
48001,Doktor Ilmu Farmasi,S-3,Farmasi,2014,13.0,19.0,15.0
51001,Doktor Ilmu Geografi,S-3,Geografi,2014,10.0,10.0,10.0
74001,Doktor Ilmu Hukum,S-3,Hukum,2014,51.0,18.0,53.0
11001,Doktor Ilmu Kedokteran dan Kesehatan,S-3,KKMK,2014,38.0,37.0,53.0
12001,Doktor Ilmu Kedokteran Gigi,S-3,Kedokteran Gigi,2014,2.0,8.0,2.0
54051,Doktor Ilmu Kehutanan,S-3,Kehutanan,2014,9.0,14.0,14.0
95028,Doktor Ilmu Ketahanan Nasional,S-3,Pascasarjana,2014,0.0,0.0,0.0
55001,Doktor Ilmu Komputer,S-3,MIPA,2014,8.0,11.0,17.0
70001,Doktor Ilmu Komunikasi,S-3,ISIPOL,2014,0.0,0.0,0.0
95029,Doktor Ilmu Lingkungan,S-3,Pascasarjana,2014,8.0,6.0,6.0
61001,Doktor Ilmu Manajemen,S-3,Ekonomika dan Bisnis,2014,12.0,10.0,11.0
41021,Doktor Ilmu Pangan,S-3,Teknologi Pertanian,2014,7.0,12.0,11.0
54001,Doktor Ilmu Pertanian,S-3,Pertanian,2014,33.0,20.0,23.0
54031,Doktor Ilmu Peternakan,S-3,Peternakan,2014,8.0,6.0,9.0
67001,Doktor Ilmu Politik,S-3,ISIPOL,2014,11.0,6.0,9.0
73001,Doktor Ilmu Psikologi,S-3,Psikologi,2014,19.0,13.0,19.0
41001,Doktor Ilmu Teknik Pertanian,S-3,Teknologi Pertanian,2014,5.0,1.0,2.0
95031,Doktor Ilmu-Ilmu Humaniora,S-3,Ilmu Budaya,2014,17.0,13.0,30.0
76002,Doktor Inter-Religious Studies,S-3,Pascasarjana,2014,6.0,5.0,10.0
95027,Doktor Kajian Budaya dan Media,S-3,Pascasarjana,2014,5.0,12.0,9.0
95004,Doktor Kajian Pariwisata,S-3,Pascasarjana,2014,8.0,5.0,6.0
95007,Doktor Kepemimpinan dan Inovasi Kebijakan (Doktor Studi Kebijakan),S-3,Pascasarjana,2014,13.0,9.0,7.0
95002,Doktor Kependudukan,S-3,Pascasarjana,2014,0.0,0.0,2.0
47001,Doktor Kimia,S-3,MIPA,2014,9.0,8.0,11.0
63001,Doktor Manajemen dan Kebijakan Publik,S-3,ISIPOL,2014,5.0,5.0,4.0
44002,Doktor Matematika,S-3,MIPA,2014,8.0,8.0,1.0
95021,Doktor Pengkajian Amerika,S-3,Ilmu Budaya,2014,1.0,4.0,4.0
91001,Doktor Pengkajian Seni Pertunjukan dan Seni Rupa,S-3,Pascasarjana,2014,8.0,7.0,5.0
54003,Doktor Penyuluhan dan Komunikasi Pembangunan,S-3,Pascasarjana,2014,7.0,4.0,3.0
35001,Doktor Perencanaan Wilayah dan Kota,S-3,Teknik,2014,0.0,0.0,0.0
54062,Doktor Sain Veteriner,S-3,Kedokteran Hewan,2014,4.0,6.0,6.0
69001,Doktor Sosiologi,S-3,ISIPOL,2014,0.0,2.0,5.0
20001,Doktor Teknik Elektro,S-3,Teknik,2014,18.0,20.0,9.0
34001,Doktor Teknik Geologi,S-3,Teknik,2014,10.0,9.0,9.0
29001,Doktor Teknik Geomatika,S-3,Teknik,2014,2.0,1.0,2.0
26001,Doktor Teknik Industri,S-3,Teknik,2014,0.0,0.0,0.0
24001,Doktor Teknik Kimia,S-3,Teknik,2014,4.0,4.0,9.0
21001,Doktor Teknik Mesin,S-3,Teknik,2014,12.0,14.0,16.0
22001,Doktor Teknik Sipil,S-3,Teknik,2014,11.0,10.0,12.0
41011,Doktor Teknologi Industri Pertanian,S-3,Teknologi Pertanian,2014,0.0,0.0,0.0
76101,Magister Agama dan Lintas Budaya,S-2,Pascasarjana,2014,41.0,41.0,33.0
54104,Magister Agronomi,S-2,Pertanian,2014,19.0,17.0,10.0
62103,Magister Akuntansi,S-2,Ekonomika dan Bisnis,2014,246.0,240.0,173.0
82101,Magister Antropologi,S-2,Ilmu Budaya,2014,25.0,27.0,42.0
81101,Magister Arkeologi,S-2,Ilmu Budaya,2014,10.0,12.0,17.0
23101,Magister Arsitektur,S-2,Teknik,2014,51.0,40.0,56.0
68102,Magister Bioetika,S-2,Pascasarjana,2014,0.0,0.0,0.0
46101,Magister Biologi,S-2,Biologi,2014,93.0,49.0,143.0
46102,Magister Bioteknologi,S-2,Pascasarjana,2014,35.0,29.0,49.0
54102,Magister Ekonomi Pertanian,S-2,Pertanian,2014,15.0,20.0,12.0
60102,Magister Ekonomika Pembangunan,S-2,Ekonomika dan Bisnis,2014,139.0,121.0,143.0
48102,Magister Farmasi Klinik,S-2,Farmasi,2014,0.0,38.0,1.0
75101,Magister Filsafat,S-2,Filsafat,2014,9.0,15.0,29.0
45101,Magister Fisika,S-2,MIPA,2014,71.0,62.0,103.0
54111,Magister Fitopatologi,S-2,Pertanian,2014,13.0,17.0,10.0
51101,Magister Geografi,S-2,Geografi,2014,32.0,46.0,57.0
74105,Magister Hukum Bisnis dan Kenegaraan,S-2,Hukum,2014,85.0,108.0,60.0
74104,Magister Hukum Kesehatan,S-2,Hukum,2014,14.0,11.0,17.0
74103,Magister Hukum Litigasi,S-2,Hukum,2014,20.0,20.0,23.0
63102,Magister Ilmu Administrasi Publik,S-2,ISIPOL,2014,66.0,68.0,59.0
11101,Magister Ilmu Biomedik,S-2,KKMK,2014,51.0,44.0,49.0
41103,Magister Ilmu dan Teknologi Pangan,S-2,Teknologi Pertanian,2014,40.0,38.0,46.0
48101,Magister Ilmu Farmasi,S-2,Farmasi,2014,107.0,66.0,111.0
54106,Magister Ilmu Hama Tanaman,S-2,Pertanian,2014,5.0,20.0,7.0
64101,Magister Ilmu Hubungan Internasional,S-2,ISIPOL,2014,95.0,40.0,89.0
74101,Magister Ilmu Hukum,S-2,Hukum,2014,65.0,54.0,56.0
74171,Magister Ilmu Hukum (Kampus Jakarta),S-2,Hukum,2014,147.0,136.0,119.0
12101,Magister Ilmu Kedokteran Gigi,S-2,Kedokteran Gigi,2014,9.0,5.0,16.0
12102,Magister Ilmu Kedokteran Gigi Klinis,S-2,Kedokteran Gigi,2014,15.0,0.0,24.0
11103,Magister Ilmu Kedokteran Klinis,S-2,KKMK,2014,96.0,82.0,75.0
11104,Magister Ilmu Kedokteran Tropis,S-2,KKMK,2014,17.0,11.0,14.0
54151,Magister Ilmu Kehutanan,S-2,Kehutanan,2014,40.0,50.0,42.0
13101,Magister Ilmu Kesehatan Masyarakat,S-2,KKMK,2014,255.0,273.0,344.0
55101,Magister Ilmu Komputer,S-2,MIPA,2014,84.0,73.0,119.0
70101,Magister Ilmu Komunikasi,S-2,ISIPOL,2014,77.0,50.0,83.0
95129,Magister Ilmu Lingkungan,S-2,Pascasarjana,2014,86.0,77.0,62.0
11109,Magister Ilmu Pendidikan Kedokteran dan Kesehatan,S-2,KKMK,2014,13.0,12.0,5.0
54146,Magister Ilmu Perikanan,S-2,Pertanian,2014,0.0,8.0,0.0
54131,Magister Ilmu Peternakan,S-2,Peternakan,2014,39.0,41.0,25.0
54105,Magister Ilmu Tanah,S-2,Pertanian,2014,7.0,7.0,13.0
95127,Magister Kajian Budaya dan Media,S-2,Pascasarjana,2014,29.0,30.0,41.0
95124,Magister Kajian Budaya Timur Tengah,S-2,Ilmu Budaya,2014,0.0,0.0,0.0
95104,Magister Kajian Pariwisata,S-2,Pascasarjana,2014,21.0,26.0,29.0
13163,Magister Kebijakan dan Manajemen Kesehatan,S-2,KKMK,2014,0.0,0.0,0.0
74102,Magister Kenotariatan,S-2,Hukum,2014,175.0,188.0,155.0
95107,Magister Kepemimpinan dan Inovasi Kebijakan (Magister Studi Kebijakan),S-2,Pascasarjana,2014,12.0,6.0,8.0
95102,Magister Kependudukan,S-2,Pascasarjana,2014,8.0,9.0,23.0
14101,Magister Keperawatan,S-2,KKMK,2014,29.0,54.0,53.0
95128,Magister Ketahanan Nasional,S-2,Pascasarjana,2014,57.0,40.0,70.0
47101,Magister Kimia,S-2,MIPA,2014,75.0,66.0,86.0
79102,Magister Linguistik,S-2,Ilmu Budaya,2014,59.0,52.0,71.0
61101,Magister Manajemen,S-2,Ekonomika dan Bisnis,2014,289.0,239.0,586.0
61171,Magister Manajemen (Kampus Jakarta),S-2,Ekonomika dan Bisnis,2014,453.0,286.0,0.0
54101,Magister Manajemen Agribisnis,S-2,Pertanian,2014,16.0,29.0,24.0
61104,Magister Manajemen Bencana,S-2,Pascasarjana,2014,9.0,9.0,33.0
63101,Magister Manajemen dan Kebijakan Publik,S-2,ISIPOL,2014,29.0,36.0,28.0
48105,Magister Manajemen Farmasi,S-2,Farmasi,2014,0.0,0.0,0.0
86105,Magister Manajemen Pendidikan Tinggi,S-2,Pascasarjana,2014,18.0,17.0,18.0
44101,Magister Matematika,S-2,MIPA,2014,75.0,47.0,111.0
86102,Magister Pembangunan Sosial dan Kesejahteraan,S-2,ISIPOL,2014,36.0,19.0,30.0
54107,Magister Pemuliaan Tanaman,S-2,Pertanian,2014,6.0,3.0,9.0
51111,Magister Penginderaan Jauh,S-2,Geografi,2014,11.0,16.0,19.0
95121,Magister Pengkajian Amerika,S-2,Ilmu Budaya,2014,18.0,9.0,24.0
91101,Magister Pengkajian Seni Pertunjukan dan Seni Rupa,S-2,Pascasarjana,2014,28.0,19.0,26.0
54103,Magister Penyuluhan dan Komunikasi Pembangunan,S-2,Pascasarjana,2014,12.0,8.0,18.0
95103,Magister Perencanaan Wilayah dan Kota,S-2,Teknik,2014,83.0,83.0,79.0
67101,Magister Politik dan Pemerintahan,S-2,ISIPOL,2014,44.0,43.0,54.0
73101,Magister Psikologi,S-2,Psikologi,2014,73.0,78.0,75.0
73103,Magister Psikologi Profesi,S-2,Psikologi,2014,98.0,87.0,104.0
35102,Magister Rancang Kota,S-2,Teknik,2014,0.0,0.0,0.0
62101,Magister Sains Akuntansi,S-2,Ekonomika dan Bisnis,2014,46.0,56.0,54.0
60101,Magister Sains Ilmu Ekonomi,S-2,Ekonomika dan Bisnis,2014,25.0,15.0,14.0
61102,Magister Sains Manajemen,S-2,Ekonomika dan Bisnis,2014,48.0,40.0,54.0
54162,Magister Sains Veteriner,S-2,Kedokteran Hewan,2014,16.0,54.0,32.0
79101,Magister Sastra,S-2,Ilmu Budaya,2014,26.0,27.0,72.0
80101,Magister Sejarah,S-2,Ilmu Budaya,2014,10.0,7.0,30.0
22102,Magister Sistem dan Teknik Transportasi,S-2,Teknik,2014,50.0,44.0,59.0
69101,Magister Sosiologi,S-2,ISIPOL,2014,22.0,27.0,25.0
11123,Magister Teknik Biomedis,S-2,Pascasarjana,2014,0.0,0.0,0.0
20101,Magister Teknik Elektro,S-2,Teknik,2014,160.0,123.0,197.0
30101,Magister Teknik Fisika,S-2,Teknik,2014,0.0,0.0,0.0
34101,Magister Teknik Geologi,S-2,Teknik,2014,34.0,34.0,64.0
29101,Magister Teknik Geomatika,S-2,Teknik,2014,21.0,24.0,18.0
26101,Magister Teknik Industri,S-2,Teknik,2014,41.0,36.0,43.0
24101,Magister Teknik Kimia,S-2,Teknik,2014,24.0,32.0,36.0
21101,Magister Teknik Mesin,S-2,Teknik,2014,33.0,48.0,25.0
22105,Magister Teknik Pengelolaan Bencana Alam,S-2,Teknik,2014,30.0,20.0,1.0
41101,Magister Teknik Pertanian,S-2,Teknologi Pertanian,2014,10.0,5.0,21.0
22101,Magister Teknik Sipil,S-2,Teknik,2014,66.0,91.0,116.0
31103,Magister Teknik Sistem,S-2,Teknik,2014,27.0,11.0,14.0
41133,Magister Teknologi Hasil Perkebunan,S-2,Teknologi Pertanian,2014,7.0,3.0,12.0
41111,Magister Teknologi Industri Pertanian,S-2,Teknologi Pertanian,2014,6.0,7.0,14.0
59101,Magister Teknologi informasi,S-2,Teknik,2014,0.0,16.0,0.0
82001,Doktor Antropologi,S-3,Ilmu Budaya,2015,0.0,0.0,0.0
23001,Doktor Arsitektur,S-3,Teknik,2015,2.0,7.0,4.0
46001,Doktor Biologi,S-3,Biologi,2015,4.0,8.0,9.0
46002,Doktor Bioteknologi,S-3,Pascasarjana,2015,2.0,4.0,7.0
75001,Doktor Filsafat,S-3,Filsafat,2015,11.0,13.0,8.0
45001,Doktor Fisika,S-3,MIPA,2015,9.0,6.0,8.0
63002,Doktor Ilmu Administrasi Publik,S-3,ISIPOL,2015,3.0,2.0,2.0
62001,Doktor Ilmu Akuntansi,S-3,Ekonomika dan Bisnis,2015,5.0,8.0,16.0
60001,Doktor Ilmu Ekonomi,S-3,Ekonomika dan Bisnis,2015,5.0,4.0,4.0
48001,Doktor Ilmu Farmasi,S-3,Farmasi,2015,19.0,19.0,13.0
51001,Doktor Ilmu Geografi,S-3,Geografi,2015,10.0,9.0,10.0
74001,Doktor Ilmu Hukum,S-3,Hukum,2015,18.0,8.0,51.0
11001,Doktor Ilmu Kedokteran dan Kesehatan,S-3,KKMK,2015,37.0,59.0,38.0
12001,Doktor Ilmu Kedokteran Gigi,S-3,Kedokteran Gigi,2015,8.0,7.0,2.0
54051,Doktor Ilmu Kehutanan,S-3,Kehutanan,2015,14.0,12.0,9.0
95028,Doktor Ilmu Ketahanan Nasional,S-3,Pascasarjana,2015,0.0,0.0,0.0
55001,Doktor Ilmu Komputer,S-3,MIPA,2015,11.0,18.0,8.0
70001,Doktor Ilmu Komunikasi,S-3,ISIPOL,2015,0.0,0.0,0.0
95029,Doktor Ilmu Lingkungan,S-3,Pascasarjana,2015,6.0,7.0,8.0
61001,Doktor Ilmu Manajemen,S-3,Ekonomika dan Bisnis,2015,10.0,17.0,12.0
41021,Doktor Ilmu Pangan,S-3,Teknologi Pertanian,2015,12.0,6.0,7.0
54001,Doktor Ilmu Pertanian,S-3,Pertanian,2015,20.0,25.0,33.0
54031,Doktor Ilmu Peternakan,S-3,Peternakan,2015,6.0,17.0,8.0
67001,Doktor Ilmu Politik,S-3,ISIPOL,2015,6.0,7.0,11.0
73001,Doktor Ilmu Psikologi,S-3,Psikologi,2015,13.0,12.0,19.0
41001,Doktor Ilmu Teknik Pertanian,S-3,Teknologi Pertanian,2015,1.0,3.0,5.0
95031,Doktor Ilmu-Ilmu Humaniora,S-3,Ilmu Budaya,2015,13.0,33.0,17.0
76002,Doktor Inter-Religious Studies,S-3,Pascasarjana,2015,5.0,5.0,6.0
95027,Doktor Kajian Budaya dan Media,S-3,Pascasarjana,2015,12.0,9.0,5.0
95004,Doktor Kajian Pariwisata,S-3,Pascasarjana,2015,5.0,0.0,8.0
95007,Doktor Kepemimpinan dan Inovasi Kebijakan (Doktor Studi Kebijakan),S-3,Pascasarjana,2015,9.0,11.0,13.0
95002,Doktor Kependudukan,S-3,Pascasarjana,2015,0.0,1.0,0.0
47001,Doktor Kimia,S-3,MIPA,2015,8.0,16.0,9.0
63001,Doktor Manajemen dan Kebijakan Publik,S-3,ISIPOL,2015,5.0,5.0,5.0
44002,Doktor Matematika,S-3,MIPA,2015,8.0,5.0,8.0
95021,Doktor Pengkajian Amerika,S-3,Ilmu Budaya,2015,4.0,8.0,1.0
91001,Doktor Pengkajian Seni Pertunjukan dan Seni Rupa,S-3,Pascasarjana,2015,7.0,3.0,8.0
54003,Doktor Penyuluhan dan Komunikasi Pembangunan,S-3,Pascasarjana,2015,4.0,7.0,7.0
35001,Doktor Perencanaan Wilayah dan Kota,S-3,Teknik,2015,0.0,0.0,0.0
54062,Doktor Sain Veteriner,S-3,Kedokteran Hewan,2015,6.0,3.0,4.0
69001,Doktor Sosiologi,S-3,ISIPOL,2015,2.0,7.0,0.0
20001,Doktor Teknik Elektro,S-3,Teknik,2015,20.0,13.0,18.0
34001,Doktor Teknik Geologi,S-3,Teknik,2015,9.0,7.0,10.0
29001,Doktor Teknik Geomatika,S-3,Teknik,2015,1.0,2.0,2.0
26001,Doktor Teknik Industri,S-3,Teknik,2015,0.0,1.0,0.0
24001,Doktor Teknik Kimia,S-3,Teknik,2015,4.0,3.0,4.0
21001,Doktor Teknik Mesin,S-3,Teknik,2015,14.0,11.0,12.0
22001,Doktor Teknik Sipil,S-3,Teknik,2015,10.0,11.0,11.0
41011,Doktor Teknologi Industri Pertanian,S-3,Teknologi Pertanian,2015,0.0,0.0,0.0
76101,Magister Agama dan Lintas Budaya,S-2,Pascasarjana,2015,41.0,49.0,41.0
54104,Magister Agronomi,S-2,Pertanian,2015,17.0,20.0,19.0
62103,Magister Akuntansi,S-2,Ekonomika dan Bisnis,2015,240.0,187.0,246.0
82101,Magister Antropologi,S-2,Ilmu Budaya,2015,27.0,28.0,25.0
81101,Magister Arkeologi,S-2,Ilmu Budaya,2015,12.0,13.0,10.0
23101,Magister Arsitektur,S-2,Teknik,2015,40.0,43.0,51.0
68102,Magister Bioetika,S-2,Pascasarjana,2015,0.0,0.0,0.0
46101,Magister Biologi,S-2,Biologi,2015,49.0,69.0,93.0
46102,Magister Bioteknologi,S-2,Pascasarjana,2015,29.0,31.0,35.0
54102,Magister Ekonomi Pertanian,S-2,Pertanian,2015,20.0,14.0,15.0
60102,Magister Ekonomika Pembangunan,S-2,Ekonomika dan Bisnis,2015,121.0,223.0,139.0
48102,Magister Farmasi Klinik,S-2,Farmasi,2015,38.0,43.0,0.0
75101,Magister Filsafat,S-2,Filsafat,2015,15.0,14.0,9.0
45101,Magister Fisika,S-2,MIPA,2015,62.0,58.0,71.0
54111,Magister Fitopatologi,S-2,Pertanian,2015,17.0,5.0,13.0
51101,Magister Geografi,S-2,Geografi,2015,46.0,35.0,32.0
74105,Magister Hukum Bisnis dan Kenegaraan,S-2,Hukum,2015,108.0,95.0,85.0
74104,Magister Hukum Kesehatan,S-2,Hukum,2015,11.0,23.0,14.0
74103,Magister Hukum Litigasi,S-2,Hukum,2015,20.0,25.0,20.0
63102,Magister Ilmu Administrasi Publik,S-2,ISIPOL,2015,68.0,64.0,66.0
11101,Magister Ilmu Biomedik,S-2,KKMK,2015,44.0,57.0,51.0
41103,Magister Ilmu dan Teknologi Pangan,S-2,Teknologi Pertanian,2015,38.0,46.0,40.0
48101,Magister Ilmu Farmasi,S-2,Farmasi,2015,66.0,62.0,107.0
54106,Magister Ilmu Hama Tanaman,S-2,Pertanian,2015,20.0,9.0,5.0
64101,Magister Ilmu Hubungan Internasional,S-2,ISIPOL,2015,40.0,39.0,95.0
74101,Magister Ilmu Hukum,S-2,Hukum,2015,54.0,46.0,65.0
74171,Magister Ilmu Hukum (Kampus Jakarta),S-2,Hukum,2015,136.0,103.0,147.0
12101,Magister Ilmu Kedokteran Gigi,S-2,Kedokteran Gigi,2015,5.0,7.0,9.0
12102,Magister Ilmu Kedokteran Gigi Klinis,S-2,Kedokteran Gigi,2015,0.0,12.0,15.0
11103,Magister Ilmu Kedokteran Klinis,S-2,KKMK,2015,82.0,51.0,96.0
11104,Magister Ilmu Kedokteran Tropis,S-2,KKMK,2015,11.0,20.0,17.0
54151,Magister Ilmu Kehutanan,S-2,Kehutanan,2015,50.0,39.0,40.0
13101,Magister Ilmu Kesehatan Masyarakat,S-2,KKMK,2015,273.0,247.0,255.0
55101,Magister Ilmu Komputer,S-2,MIPA,2015,73.0,67.0,84.0
70101,Magister Ilmu Komunikasi,S-2,ISIPOL,2015,50.0,82.0,77.0
95129,Magister Ilmu Lingkungan,S-2,Pascasarjana,2015,77.0,76.0,86.0
11109,Magister Ilmu Pendidikan Kedokteran dan Kesehatan,S-2,KKMK,2015,12.0,12.0,13.0
54146,Magister Ilmu Perikanan,S-2,Pertanian,2015,8.0,6.0,0.0
54131,Magister Ilmu Peternakan,S-2,Peternakan,2015,41.0,35.0,39.0
54105,Magister Ilmu Tanah,S-2,Pertanian,2015,7.0,11.0,7.0
95127,Magister Kajian Budaya dan Media,S-2,Pascasarjana,2015,30.0,42.0,29.0
95124,Magister Kajian Budaya Timur Tengah,S-2,Ilmu Budaya,2015,0.0,0.0,0.0
95104,Magister Kajian Pariwisata,S-2,Pascasarjana,2015,26.0,33.0,21.0
13163,Magister Kebijakan dan Manajemen Kesehatan,S-2,KKMK,2015,0.0,0.0,0.0
74102,Magister Kenotariatan,S-2,Hukum,2015,188.0,198.0,175.0
95107,Magister Kepemimpinan dan Inovasi Kebijakan (Magister Studi Kebijakan),S-2,Pascasarjana,2015,6.0,0.0,12.0
95102,Magister Kependudukan,S-2,Pascasarjana,2015,9.0,5.0,8.0
14101,Magister Keperawatan,S-2,KKMK,2015,54.0,82.0,29.0
95128,Magister Ketahanan Nasional,S-2,Pascasarjana,2015,40.0,41.0,57.0
47101,Magister Kimia,S-2,MIPA,2015,66.0,62.0,75.0
79102,Magister Linguistik,S-2,Ilmu Budaya,2015,52.0,64.0,59.0
61101,Magister Manajemen,S-2,Ekonomika dan Bisnis,2015,239.0,239.0,289.0
61171,Magister Manajemen (Kampus Jakarta),S-2,Ekonomika dan Bisnis,2015,286.0,288.0,453.0
54101,Magister Manajemen Agribisnis,S-2,Pertanian,2015,29.0,59.0,16.0
61104,Magister Manajemen Bencana,S-2,Pascasarjana,2015,9.0,7.0,9.0
63101,Magister Manajemen dan Kebijakan Publik,S-2,ISIPOL,2015,36.0,52.0,29.0
48105,Magister Manajemen Farmasi,S-2,Farmasi,2015,0.0,0.0,0.0
86105,Magister Manajemen Pendidikan Tinggi,S-2,Pascasarjana,2015,17.0,16.0,18.0
44101,Magister Matematika,S-2,MIPA,2015,47.0,51.0,75.0
86102,Magister Pembangunan Sosial dan Kesejahteraan,S-2,ISIPOL,2015,19.0,23.0,36.0
54107,Magister Pemuliaan Tanaman,S-2,Pertanian,2015,3.0,7.0,6.0
51111,Magister Penginderaan Jauh,S-2,Geografi,2015,16.0,15.0,11.0
95121,Magister Pengkajian Amerika,S-2,Ilmu Budaya,2015,9.0,16.0,18.0
91101,Magister Pengkajian Seni Pertunjukan dan Seni Rupa,S-2,Pascasarjana,2015,19.0,17.0,28.0
