id_ps,ps,level,faculty,year,current_students,next_year_students,current_students_lag1
95027,Doktor Kajian Budaya dan Media,S-3,Pascasarjana,2021,9.0,13.0,8.0
95004,Doktor Kajian Pariwisata,S-3,Pascasarjana,2021,15.0,13.0,7.0
95007,Doktor Kepemimpinan dan Inovasi Kebijakan (Doktor Studi Kebijakan),S-3,Pascasarjana,2021,18.0,16.0,31.0
95002,Doktor Kependudukan,S-3,Pascasarjana,2021,18.0,7.0,5.0
47001,Doktor Kimia,S-3,MIPA,2021,19.0,28.0,11.0
63001,Doktor Manajemen dan Kebijakan Publik,S-3,ISIPOL,2021,6.0,14.0,7.0
44002,Doktor Matematika,S-3,MIPA,2021,10.0,15.0,6.0
95021,Doktor Pengkajian Amerika,S-3,Ilmu Budaya,2021,2.0,3.0,8.0
91001,Doktor Pengkajian Seni Pertunjukan dan Seni Rupa,S-3,Pascasarjana,2021,6.0,7.0,5.0
54003,Doktor Penyuluhan dan Komunikasi Pembangunan,S-3,Pascasarjana,2021,6.0,5.0,4.0
35001,Doktor Perencanaan Wilayah dan Kota,S-3,Teknik,2021,5.0,2.0,0.0
54062,Doktor Sain Veteriner,S-3,Kedokteran Hewan,2021,14.0,16.0,3.0
69001,Doktor Sosiologi,S-3,ISIPOL,2021,7.0,4.0,3.0
20001,Doktor Teknik Elektro,S-3,Teknik,2021,16.0,22.0,14.0
34001,Doktor Teknik Geologi,S-3,Teknik,2021,6.0,11.0,4.0
29001,Doktor Teknik Geomatika,S-3,Teknik,2021,2.0,4.0,3.0
26001,Doktor Teknik Industri,S-3,Teknik,2021,19.0,17.0,7.0
24001,Doktor Teknik Kimia,S-3,Teknik,2021,3.0,14.0,8.0
21001,Doktor Teknik Mesin,S-3,Teknik,2021,15.0,14.0,6.0
22001,Doktor Teknik Sipil,S-3,Teknik,2021,6.0,20.0,13.0
41011,Doktor Teknologi Industri Pertanian,S-3,Teknologi Pertanian,2021,3.0,5.0,1.0
76101,Magister Agama dan Lintas Budaya,S-2,Pascasarjana,2021,30.0,30.0,45.0
54104,Magister Agronomi,S-2,Pertanian,2021,20.0,26.0,25.0
62103,Magister Akuntansi,S-2,Ekonomika dan Bisnis,2021,77.0,88.0,139.0
82101,Magister Antropologi,S-2,Ilmu Budaya,2021,30.0,28.0,27.0
81101,Magister Arkeologi,S-2,Ilmu Budaya,2021,13.0,13.0,11.0
23101,Magister Arsitektur,S-2,Teknik,2021,21.0,38.0,47.0
68102,Magister Bioetika,S-2,Pascasarjana,2021,7.0,9.0,13.0
46101,Magister Biologi,S-2,Biologi,2021,73.0,94.0,57.0
46102,Magister Bioteknologi,S-2,Pascasarjana,2021,31.0,47.0,27.0
54102,Magister Ekonomi Pertanian,S-2,Pertanian,2021,17.0,12.0,17.0
60102,Magister Ekonomika Pembangunan,S-2,Ekonomika dan Bisnis,2021,82.0,71.0,130.0
48102,Magister Farmasi Klinik,S-2,Farmasi,2021,44.0,40.0,41.0
75101,Magister Filsafat,S-2,Filsafat,2021,14.0,24.0,18.0
45101,Magister Fisika,S-2,MIPA,2021,42.0,30.0,41.0
54111,Magister Fitopatologi,S-2,Pertanian,2021,14.0,20.0,11.0
51101,Magister Geografi,S-2,Geografi,2021,18.0,39.0,21.0
74105,Magister Hukum Bisnis dan Kenegaraan,S-2,Hukum,2021,56.0,81.0,67.0
74104,Magister Hukum Kesehatan,S-2,Hukum,2021,19.0,11.0,4.0
74103,Magister Hukum Litigasi,S-2,Hukum,2021,24.0,30.0,28.0
63102,Magister Ilmu Administrasi Publik,S-2,ISIPOL,2021,74.0,68.0,49.0
11101,Magister Ilmu Biomedik,S-2,KKMK,2021,63.0,61.0,46.0
41103,Magister Ilmu dan Teknologi Pangan,S-2,Teknologi Pertanian,2021,48.0,57.0,50.0
48101,Magister Ilmu Farmasi,S-2,Farmasi,2021,26.0,27.0,27.0
54106,Magister Ilmu Hama Tanaman,S-2,Pertanian,2021,15.0,16.0,9.0
64101,Magister Ilmu Hubungan Internasional,S-2,ISIPOL,2021,32.0,41.0,32.0
74101,Magister Ilmu Hukum,S-2,Hukum,2021,70.0,68.0,58.0
74171,Magister Ilmu Hukum (Kampus Jakarta),S-2,Hukum,2021,119.0,106.0,104.0
12101,Magister Ilmu Kedokteran Gigi,S-2,Kedokteran Gigi,2021,6.0,8.0,11.0
12102,Magister Ilmu Kedokteran Gigi Klinis,S-2,Kedokteran Gigi,2021,10.0,10.0,6.0
11103,Magister Ilmu Kedokteran Klinis,S-2,KKMK,2021,50.0,147.0,101.0
11104,Magister Ilmu Kedokteran Tropis,S-2,KKMK,2021,15.0,12.0,13.0
54151,Magister Ilmu Kehutanan,S-2,Kehutanan,2021,36.0,26.0,40.0
13101,Magister Ilmu Kesehatan Masyarakat,S-2,KKMK,2021,150.0,100.0,273.0
55101,Magister Ilmu Komputer,S-2,MIPA,2021,54.0,63.0,52.0
70101,Magister Ilmu Komunikasi,S-2,ISIPOL,2021,68.0,93.0,54.0
95129,Magister Ilmu Lingkungan,S-2,Pascasarjana,2021,64.0,55.0,74.0
11109,Magister Ilmu Pendidikan Kedokteran dan Kesehatan,S-2,KKMK,2021,16.0,18.0,16.0
54146,Magister Ilmu Perikanan,S-2,Pertanian,2021,16.0,27.0,12.0
54131,Magister Ilmu Peternakan,S-2,Peternakan,2021,60.0,65.0,50.0
54105,Magister Ilmu Tanah,S-2,Pertanian,2021,20.0,20.0,18.0
95127,Magister Kajian Budaya dan Media,S-2,Pascasarjana,2021,22.0,28.0,30.0
95124,Magister Kajian Budaya Timur Tengah,S-2,Ilmu Budaya,2021,15.0,13.0,18.0
95104,Magister Kajian Pariwisata,S-2,Pascasarjana,2021,28.0,27.0,43.0
13163,Magister Kebijakan dan Manajemen Kesehatan,S-2,KKMK,2021,102.0,84.0,0.0
74102,Magister Kenotariatan,S-2,Hukum,2021,103.0,126.0,135.0
95107,Magister Kepemimpinan dan Inovasi Kebijakan (Magister Studi Kebijakan),S-2,Pascasarjana,2021,48.0,37.0,64.0
95102,Magister Kependudukan,S-2,Pascasarjana,2021,2.0,4.0,19.0
14101,Magister Keperawatan,S-2,KKMK,2021,44.0,59.0,41.0
95128,Magister Ketahanan Nasional,S-2,Pascasarjana,2021,30.0,25.0,36.0
47101,Magister Kimia,S-2,MIPA,2021,36.0,44.0,66.0
79102,Magister Linguistik,S-2,Ilmu Budaya,2021,79.0,69.0,60.0
61101,Magister Manajemen,S-2,Ekonomika dan Bisnis,2021,359.0,299.0,387.0
61171,Magister Manajemen (Kampus Jakarta),S-2,Ekonomika dan Bisnis,2021,382.0,371.0,409.0
54101,Magister Manajemen Agribisnis,S-2,Pertanian,2021,33.0,40.0,32.0
61104,Magister Manajemen Bencana,S-2,Pascasarjana,2021,10.0,9.0,16.0
63101,Magister Manajemen dan Kebijakan Publik,S-2,ISIPOL,2021,68.0,46.0,42.0
48105,Magister Manajemen Farmasi,S-2,Farmasi,2021,33.0,36.0,18.0
86105,Magister Manajemen Pendidikan Tinggi,S-2,Pascasarjana,2021,10.0,22.0,18.0
44101,Magister Matematika,S-2,MIPA,2021,23.0,48.0,47.0
86102,Magister Pembangunan Sosial dan Kesejahteraan,S-2,ISIPOL,2021,29.0,23.0,41.0
54107,Magister Pemuliaan Tanaman,S-2,Pertanian,2021,7.0,5.0,9.0
51111,Magister Penginderaan Jauh,S-2,Geografi,2021,8.0,27.0,17.0
95121,Magister Pengkajian Amerika,S-2,Ilmu Budaya,2021,14.0,19.0,12.0
91101,Magister Pengkajian Seni Pertunjukan dan Seni Rupa,S-2,Pascasarjana,2021,17.0,33.0,18.0
54103,Magister Penyuluhan dan Komunikasi Pembangunan,S-2,Pascasarjana,2021,24.0,23.0,24.0
95103,Magister Perencanaan Wilayah dan Kota,S-2,Teknik,2021,56.0,40.0,68.0
67101,Magister Politik dan Pemerintahan,S-2,ISIPOL,2021,17.0,27.0,27.0
73101,Magister Psikologi,S-2,Psikologi,2021,54.0,79.0,57.0
73103,Magister Psikologi Profesi,S-2,Psikologi,2021,101.0,97.0,99.0
35102,Magister Rancang Kota,S-2,Teknik,2021,10.0,14.0,0.0
62101,Magister Sains Akuntansi,S-2,Ekonomika dan Bisnis,2021,25.0,30.0,30.0
60101,Magister Sains Ilmu Ekonomi,S-2,Ekonomika dan Bisnis,2021,12.0,18.0,26.0
61102,Magister Sains Manajemen,S-2,Ekonomika dan Bisnis,2021,38.0,43.0,30.0
54162,Magister Sains Veteriner,S-2,Kedokteran Hewan,2021,52.0,36.0,22.0
79101,Magister Sastra,S-2,Ilmu Budaya,2021,57.0,66.0,35.0
80101,Magister Sejarah,S-2,Ilmu Budaya,2021,21.0,28.0,23.0
22102,Magister Sistem dan Teknik Transportasi,S-2,Teknik,2021,41.0,50.0,40.0
69101,Magister Sosiologi,S-2,ISIPOL,2021,18.0,41.0,44.0
11123,Magister Teknik Biomedis,S-2,Pascasarjana,2021,3.0,13.0,8.0
20101,Magister Teknik Elektro,S-2,Teknik,2021,35.0,29.0,42.0
30101,Magister Teknik Fisika,S-2,Teknik,2021,10.0,5.0,12.0
34101,Magister Teknik Geologi,S-2,Teknik,2021,54.0,46.0,62.0
29101,Magister Teknik Geomatika,S-2,Teknik,2021,20.0,15.0,13.0
26101,Magister Teknik Industri,S-2,Teknik,2021,39.0,44.0,40.0
24101,Magister Teknik Kimia,S-2,Teknik,2021,51.0,50.0,61.0
21101,Magister Teknik Mesin,S-2,Teknik,2021,29.0,51.0,48.0
22105,Magister Teknik Pengelolaan Bencana Alam,S-2,Teknik,2021,25.0,32.0,21.0
41101,Magister Teknik Pertanian,S-2,Teknologi Pertanian,2021,19.0,14.0,14.0
22101,Magister Teknik Sipil,S-2,Teknik,2021,53.0,83.0,71.0
31103,Magister Teknik Sistem,S-2,Teknik,2021,24.0,25.0,29.0
41133,Magister Teknologi Hasil Perkebunan,S-2,Teknologi Pertanian,2021,8.0,4.0,6.0
41111,Magister Teknologi Industri Pertanian,S-2,Teknologi Pertanian,2021,13.0,8.0,6.0
59101,Magister Teknologi informasi,S-2,Teknik,2021,61.0,53.0,55.0
82001,Doktor Antropologi,S-3,Ilmu Budaya,2022,5.0,3.0,3.0
23001,Doktor Arsitektur,S-3,Teknik,2022,17.0,14.0,6.0
46001,Doktor Biologi,S-3,Biologi,2022,26.0,29.0,19.0
46002,Doktor Bioteknologi,S-3,Pascasarjana,2022,14.0,13.0,11.0
75001,Doktor Filsafat,S-3,Filsafat,2022,13.0,14.0,14.0
45001,Doktor Fisika,S-3,MIPA,2022,27.0,23.0,17.0
63002,Doktor Ilmu Administrasi Publik,S-3,ISIPOL,2022,0.0,9.0,7.0
62001,Doktor Ilmu Akuntansi,S-3,Ekonomika dan Bisnis,2022,12.0,17.0,8.0
60001,Doktor Ilmu Ekonomi,S-3,Ekonomika dan Bisnis,2022,2.0,3.0,4.0
48001,Doktor Ilmu Farmasi,S-3,Farmasi,2022,40.0,41.0,34.0
51001,Doktor Ilmu Geografi,S-3,Geografi,2022,11.0,14.0,18.0
74001,Doktor Ilmu Hukum,S-3,Hukum,2022,8.0,14.0,13.0
11001,Doktor Ilmu Kedokteran dan Kesehatan,S-3,KKMK,2022,79.0,64.0,62.0
12001,Doktor Ilmu Kedokteran Gigi,S-3,Kedokteran Gigi,2022,9.0,12.0,8.0
54051,Doktor Ilmu Kehutanan,S-3,Kehutanan,2022,14.0,20.0,19.0
95028,Doktor Ilmu Ketahanan Nasional,S-3,Pascasarjana,2022,4.0,8.0,3.0
55001,Doktor Ilmu Komputer,S-3,MIPA,2022,34.0,38.0,22.0
70001,Doktor Ilmu Komunikasi,S-3,ISIPOL,2022,10.0,19.0,14.0
95029,Doktor Ilmu Lingkungan,S-3,Pascasarjana,2022,10.0,15.0,12.0
61001,Doktor Ilmu Manajemen,S-3,Ekonomika dan Bisnis,2022,14.0,16.0,14.0
41021,Doktor Ilmu Pangan,S-3,Teknologi Pertanian,2022,16.0,9.0,6.0
54001,Doktor Ilmu Pertanian,S-3,Pertanian,2022,26.0,35.0,20.0
54031,Doktor Ilmu Peternakan,S-3,Peternakan,2022,28.0,21.0,23.0
67001,Doktor Ilmu Politik,S-3,ISIPOL,2022,11.0,8.0,15.0
73001,Doktor Ilmu Psikologi,S-3,Psikologi,2022,14.0,12.0,14.0
41001,Doktor Ilmu Teknik Pertanian,S-3,Teknologi Pertanian,2022,3.0,7.0,6.0
95031,Doktor Ilmu-Ilmu Humaniora,S-3,Ilmu Budaya,2022,38.0,36.0,35.0
76002,Doktor Inter-Religious Studies,S-3,Pascasarjana,2022,6.0,3.0,4.0
95027,Doktor Kajian Budaya dan Media,S-3,Pascasarjana,2022,13.0,8.0,9.0
95004,Doktor Kajian Pariwisata,S-3,Pascasarjana,2022,13.0,10.0,15.0
95007,Doktor Kepemimpinan dan Inovasi Kebijakan (Doktor Studi Kebijakan),S-3,Pascasarjana,2022,16.0,17.0,18.0
95002,Doktor Kependudukan,S-3,Pascasarjana,2022,7.0,5.0,18.0
47001,Doktor Kimia,S-3,MIPA,2022,28.0,12.0,19.0
63001,Doktor Manajemen dan Kebijakan Publik,S-3,ISIPOL,2022,14.0,8.0,6.0
44002,Doktor Matematika,S-3,MIPA,2022,15.0,11.0,10.0
95021,Doktor Pengkajian Amerika,S-3,Ilmu Budaya,2022,3.0,2.0,2.0
91001,Doktor Pengkajian Seni Pertunjukan dan Seni Rupa,S-3,Pascasarjana,2022,7.0,11.0,6.0
54003,Doktor Penyuluhan dan Komunikasi Pembangunan,S-3,Pascasarjana,2022,5.0,11.0,6.0
35001,Doktor Perencanaan Wilayah dan Kota,S-3,Teknik,2022,2.0,2.0,5.0
69001,Doktor Sosiologi,S-3,ISIPOL,2022,4.0,6.0,7.0
20001,Doktor Teknik Elektro,S-3,Teknik,2022,22.0,22.0,16.0
34001,Doktor Teknik Geologi,S-3,Teknik,2022,11.0,12.0,6.0
29001,Doktor Teknik Geomatika,S-3,Teknik,2022,4.0,1.0,2.0
26001,Doktor Teknik Industri,S-3,Teknik,2022,17.0,9.0,19.0
24001,Doktor Teknik Kimia,S-3,Teknik,2022,14.0,12.0,3.0
21001,Doktor Teknik Mesin,S-3,Teknik,2022,14.0,16.0,15.0
22001,Doktor Teknik Sipil,S-3,Teknik,2022,20.0,22.0,6.0
41011,Doktor Teknologi Industri Pertanian,S-3,Teknologi Pertanian,2022,5.0,1.0,3.0
76101,Magister Agama dan Lintas Budaya,S-2,Pascasarjana,2022,30.0,42.0,30.0
54104,Magister Agronomi,S-2,Pertanian,2022,26.0,20.0,20.0
62103,Magister Akuntansi,S-2,Ekonomika dan Bisnis,2022,88.0,118.0,77.0
82101,Magister Antropologi,S-2,Ilmu Budaya,2022,28.0,57.0,30.0
81101,Magister Arkeologi,S-2,Ilmu Budaya,2022,13.0,15.0,13.0
23101,Magister Arsitektur,S-2,Teknik,2022,38.0,43.0,21.0
68102,Magister Bioetika,S-2,Pascasarjana,2022,9.0,10.0,7.0
46101,Magister Biologi,S-2,Biologi,2022,94.0,86.0,73.0
46102,Magister Bioteknologi,S-2,Pascasarjana,2022,47.0,45.0,31.0
54102,Magister Ekonomi Pertanian,S-2,Pertanian,2022,12.0,21.0,17.0
60102,Magister Ekonomika Pembangunan,S-2,Ekonomika dan Bisnis,2022,71.0,99.0,82.0
48102,Magister Farmasi Klinik,S-2,Farmasi,2022,40.0,42.0,44.0
75101,Magister Filsafat,S-2,Filsafat,2022,24.0,32.0,14.0
45101,Magister Fisika,S-2,MIPA,2022,30.0,34.0,42.0
54111,Magister Fitopatologi,S-2,Pertanian,2022,20.0,26.0,14.0
51101,Magister Geografi,S-2,Geografi,2022,39.0,53.0,18.0
74105,Magister Hukum Bisnis dan Kenegaraan,S-2,Hukum,2022,81.0,86.0,56.0
74104,Magister Hukum Kesehatan,S-2,Hukum,2022,11.0,11.0,19.0
74103,Magister Hukum Litigasi,S-2,Hukum,2022,30.0,36.0,24.0
63102,Magister Ilmu Administrasi Publik,S-2,ISIPOL,2022,68.0,94.0,74.0
11101,Magister Ilmu Biomedik,S-2,KKMK,2022,61.0,62.0,63.0
41103,Magister Ilmu dan Teknologi Pangan,S-2,Teknologi Pertanian,2022,57.0,51.0,48.0
48101,Magister Ilmu Farmasi,S-2,Farmasi,2022,27.0,36.0,26.0
54106,Magister Ilmu Hama Tanaman,S-2,Pertanian,2022,16.0,22.0,15.0
64101,Magister Ilmu Hubungan Internasional,S-2,ISIPOL,2022,41.0,62.0,32.0
74101,Magister Ilmu Hukum,S-2,Hukum,2022,68.0,102.0,70.0
74171,Magister Ilmu Hukum (Kampus Jakarta),S-2,Hukum,2022,106.0,144.0,119.0
12101,Magister Ilmu Kedokteran Gigi,S-2,Kedokteran Gigi,2022,8.0,22.0,6.0
12102,Magister Ilmu Kedokteran Gigi Klinis,S-2,Kedokteran Gigi,2022,10.0,8.0,10.0
11103,Magister Ilmu Kedokteran Klinis,S-2,KKMK,2022,147.0,139.0,50.0
11104,Magister Ilmu Kedokteran Tropis,S-2,KKMK,2022,12.0,9.0,15.0
54151,Magister Ilmu Kehutanan,S-2,Kehutanan,2022,26.0,68.0,36.0
13101,Magister Ilmu Kesehatan Masyarakat,S-2,KKMK,2022,100.0,128.0,150.0
55101,Magister Ilmu Komputer,S-2,MIPA,2022,63.0,71.0,54.0
70101,Magister Ilmu Komunikasi,S-2,ISIPOL,2022,93.0,93.0,68.0
95129,Magister Ilmu Lingkungan,S-2,Pascasarjana,2022,55.0,73.0,64.0
11109,Magister Ilmu Pendidikan Kedokteran dan Kesehatan,S-2,KKMK,2022,18.0,13.0,16.0
54146,Magister Ilmu Perikanan,S-2,Pertanian,2022,27.0,45.0,16.0
54131,Magister Ilmu Peternakan,S-2,Peternakan,2022,65.0,71.0,60.0
54105,Magister Ilmu Tanah,S-2,Pertanian,2022,20.0,23.0,20.0
95127,Magister Kajian Budaya dan Media,S-2,Pascasarjana,2022,28.0,41.0,22.0
95124,Magister Kajian Budaya Timur Tengah,S-2,Ilmu Budaya,2022,13.0,22.0,15.0
95104,Magister Kajian Pariwisata,S-2,Pascasarjana,2022,27.0,25.0,28.0
13163,Magister Kebijakan dan Manajemen Kesehatan,S-2,KKMK,2022,84.0,96.0,102.0
74102,Magister Kenotariatan,S-2,Hukum,2022,126.0,130.0,103.0
95107,Magister Kepemimpinan dan Inovasi Kebijakan (Magister Studi Kebijakan),S-2,Pascasarjana,2022,37.0,45.0,48.0
95102,Magister Kependudukan,S-2,Pascasarjana,2022,4.0,12.0,2.0
14101,Magister Keperawatan,S-2,KKMK,2022,59.0,57.0,44.0
95128,Magister Ketahanan Nasional,S-2,Pascasarjana,2022,25.0,25.0,30.0
47101,Magister Kimia,S-2,MIPA,2022,44.0,69.0,36.0
79102,Magister Linguistik,S-2,Ilmu Budaya,2022,69.0,110.0,79.0
61101,Magister Manajemen,S-2,Ekonomika dan Bisnis,2022,299.0,281.0,359.0
61171,Magister Manajemen (Kampus Jakarta),S-2,Ekonomika dan Bisnis,2022,371.0,405.0,382.0
54101,Magister Manajemen Agribisnis,S-2,Pertanian,2022,40.0,46.0,33.0
61104,Magister Manajemen Bencana,S-2,Pascasarjana,2022,9.0,11.0,10.0
63101,Magister Manajemen dan Kebijakan Publik,S-2,ISIPOL,2022,46.0,50.0,68.0
48105,Magister Manajemen Farmasi,S-2,Farmasi,2022,36.0,34.0,33.0
86105,Magister Manajemen Pendidikan Tinggi,S-2,Pascasarjana,2022,22.0,11.0,10.0
44101,Magister Matematika,S-2,MIPA,2022,48.0,44.0,23.0
86102,Magister Pembangunan Sosial dan Kesejahteraan,S-2,ISIPOL,2022,23.0,40.0,29.0
54107,Magister Pemuliaan Tanaman,S-2,Pertanian,2022,5.0,15.0,7.0
51111,Magister Penginderaan Jauh,S-2,Geografi,2022,27.0,39.0,8.0
95121,Magister Pengkajian Amerika,S-2,Ilmu Budaya,2022,19.0,7.0,14.0
91101,Magister Pengkajian Seni Pertunjukan dan Seni Rupa,S-2,Pascasarjana,2022,33.0,23.0,17.0
54103,Magister Penyuluhan dan Komunikasi Pembangunan,S-2,Pascasarjana,2022,23.0,29.0,24.0
95103,Magister Perencanaan Wilayah dan Kota,S-2,Teknik,2022,40.0,76.0,56.0
67101,Magister Politik dan Pemerintahan,S-2,ISIPOL,2022,27.0,30.0,17.0
73101,Magister Psikologi,S-2,Psikologi,2022,79.0,121.0,54.0
35102,Magister Rancang Kota,S-2,Teknik,2022,14.0,24.0,10.0
62101,Magister Sains Akuntansi,S-2,Ekonomika dan Bisnis,2022,30.0,19.0,25.0
60101,Magister Sains Ilmu Ekonomi,S-2,Ekonomika dan Bisnis,2022,18.0,15.0,12.0
61102,Magister Sains Manajemen,S-2,Ekonomika dan Bisnis,2022,43.0,51.0,38.0
54162,Magister Sains Veteriner,S-2,Kedokteran Hewan,2022,36.0,36.0,52.0
79101,Magister Sastra,S-2,Ilmu Budaya,2022,66.0,78.0,57.0
80101,Magister Sejarah,S-2,Ilmu Budaya,2022,28.0,27.0,21.0
22102,Magister Sistem dan Teknik Transportasi,S-2,Teknik,2022,50.0,47.0,41.0
69101,Magister Sosiologi,S-2,ISIPOL,2022,41.0,33.0,18.0
11123,Magister Teknik Biomedis,S-2,Pascasarjana,2022,13.0,16.0,3.0
20101,Magister Teknik Elektro,S-2,Teknik,2022,29.0,69.0,35.0
30101,Magister Teknik Fisika,S-2,Teknik,2022,5.0,9.0,10.0
34101,Magister Teknik Geologi,S-2,Teknik,2022,46.0,57.0,54.0
29101,Magister Teknik Geomatika,S-2,Teknik,2022,15.0,26.0,20.0
26101,Magister Teknik Industri,S-2,Teknik,2022,44.0,56.0,39.0
24101,Magister Teknik Kimia,S-2,Teknik,2022,50.0,51.0,51.0
21101,Magister Teknik Mesin,S-2,Teknik,2022,51.0,40.0,29.0
22105,Magister Teknik Pengelolaan Bencana Alam,S-2,Teknik,2022,32.0,25.0,25.0
41101,Magister Teknik Pertanian,S-2,Teknologi Pertanian,2022,14.0,15.0,19.0
22101,Magister Teknik Sipil,S-2,Teknik,2022,83.0,93.0,53.0
31103,Magister Teknik Sistem,S-2,Teknik,2022,25.0,46.0,24.0
41133,Magister Teknologi Hasil Perkebunan,S-2,Teknologi Pertanian,2022,4.0,7.0,8.0
41111,Magister Teknologi Industri Pertanian,S-2,Teknologi Pertanian,2022,8.0,15.0,13.0
59101,Magister Teknologi informasi,S-2,Teknik,2022,53.0,86.0,61.0
